,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
4793,54066720,2022-05-02T11:36:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10012,342 BOWERY,BOWERY,BOND ST,E 3 ST,,,ADDRESS,NEW YORK,,Open,02 MANHATTAN,1005300135,MANHATTAN,986497,203833,ONLINE,Unspecified,MANHATTAN,40.72615091261966,-73.9918931223297,"{'latitude': '40.72615091261966', 'longitude': '-73.9918931223297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12075,57,4,32,5,,,,,,,N/A,,,,,
4817,54067737,2022-05-02T11:35:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11213,5 VIRGINIA PLACE,VIRGINIA PLACE,PARK PL,STERLING PL,,,ADDRESS,BROOKLYN,,Open,08 BROOKLYN,3012440070,BROOKLYN,1000898,184341,ONLINE,Unspecified,BROOKLYN,40.672634557022114,-73.93998441708038,"{'latitude': '40.672634557022114', 'longitude': '-73.93998441708038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615,16,2,49,49,,,,,,,N/A,,,,,
4934,54061692,2022-05-02T11:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10021,240 EAST   75 STREET,EAST   75 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,Open,08 MANHATTAN,1014290030,MANHATTAN,995825,220277,ONLINE,Unspecified,MANHATTAN,40.771278257756144,-73.95821063677826,"{'latitude': '40.771278257756144', 'longitude': '-73.95821063677826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12083,23,4,51,11,,,,,,,N/A,,,,,
4936,54067738,2022-05-02T11:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10314,245 POTTER AVENUE,POTTER AVENUE,FAIRVIEW AVE,SMITH AVE,,,ADDRESS,STATEN ISLAND,,Open,01 STATEN ISLAND,5003380027,STATEN ISLAND,950623,164054,ONLINE,Unspecified,STATEN ISLAND,40.61690295735619,-74.12112322883628,"{'latitude': '40.61690295735619', 'longitude': '-74.12112322883628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10700,4,1,14,74,,,,,,,N/A,,,,,
5445,54067739,2022-05-02T10:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11218,3765 18 AVENUE,18 AVENUE,E 9 ST,E 8 ST,,,ADDRESS,BROOKLYN,,Open,14 BROOKLYN,3054180006,BROOKLYN,992757,170418,ONLINE,Unspecified,BROOKLYN,40.634430529407,-73.96935005702473,"{'latitude': '40.634430529407', 'longitude': '-73.96935005702473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513,60,2,11,43,,,,,,,N/A,,,,,
5514,54067740,2022-05-02T10:18:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10452,1240 WALTON AVENUE,WALTON AVENUE,E 167 ST,E 168 ST,,,ADDRESS,BRONX,,Open,04 BRONX,2024650025,BRONX,1006709,243821,ONLINE,Unspecified,BRONX,40.83587908905498,-73.91883725890963,"{'latitude': '40.83587908905498', 'longitude': '-73.91883725890963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27,,,,,,,N/A,,,,,
5541,54061693,2022-05-02T10:15:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10457,750 EAST  179 STREET,EAST  179 STREET,CLINTON AVE,PROSPECT AVE,,,ADDRESS,BRONX,,Open,06 BRONX,2030930020,BRONX,1015176,247490,ONLINE,Unspecified,BRONX,40.84592382487764,-73.88822217040618,"{'latitude': '40.84592382487764', 'longitude': '-73.88822217040618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,43,31,,,,,,,N/A,,,,,
5568,54065728,2022-05-02T10:12:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10467,3563 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,E 211 ST,E 212 ST,,,ADDRESS,BRONX,,Open,07 BRONX,2033280102,BRONX,1018008,260955,ONLINE,Unspecified,BRONX,40.88287076292054,-73.8779184772565,"{'latitude': '40.88287076292054', 'longitude': '-73.8779184772565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11608,24,5,40,34,,,,,,,N/A,,,,,
5595,54067741,2022-05-02T10:09:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10453,160 BUSH STREET,BUSH STREET,CRESTON AVE,GRAND CONCOURSE,,,ADDRESS,BRONX,,Open,05 BRONX,2028080066,BRONX,1010484,249643,ONLINE,Unspecified,BRONX,40.85184835702494,-73.90517232911425,"{'latitude': '40.85184835702494', 'longitude': '-73.90517232911425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,,,,,,,N/A,,,,,
5622,54067742,2022-05-02T10:06:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10458,2323 CROTONA AVENUE,CROTONA AVENUE,E 183 ST,E 187 ST,,,ADDRESS,BRONX,,Open,06 BRONX,2031030049,BRONX,1016247,249898,ONLINE,Unspecified,BRONX,40.85252925155684,-73.88433969904787,"{'latitude': '40.85252925155684', 'longitude': '-73.88433969904787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,35,5,22,31,,,,,,,N/A,,,,,
5898,54061694,2022-05-02T09:35:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10453,1473 MONTGOMERY AVENUE,MONTGOMERY AVENUE,W 174 ST,W 175 ST,,,ADDRESS,BRONX,,Open,05 BRONX,2028770240,BRONX,1006068,248037,ONLINE,Unspecified,BRONX,40.84745238044787,-73.92113999887273,"{'latitude': '40.84745238044787', 'longitude': '-73.92113999887273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,,,,,,,N/A,,,,,
5919,54066721,2022-05-02T09:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10453,2188 CRESTON AVENUE,CRESTON AVENUE,E 181 ST,E 182 ST,,,ADDRESS,BRONX,,Open,05 BRONX,2031620011,BRONX,1011256,250997,ONLINE,Unspecified,BRONX,40.85556235414064,-73.9023763393627,"{'latitude': '40.85556235414064', 'longitude': '-73.9023763393627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,,,,,,,N/A,,,,,
5947,54062719,2022-05-02T09:29:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10461,1640 JARVIS AVENUE,JARVIS AVENUE,MIDDLETOWN RD,ROBERTS AVE,,,ADDRESS,BRONX,,Open,10 BRONX,2041720039,BRONX,1031600,247219,ONLINE,Unspecified,BRONX,40.845107213709234,-73.82886189002383,"{'latitude': '40.845107213709234', 'longitude': '-73.82886189002383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11270,43,5,12,28,,,,,,,N/A,,,,,
5990,54064732,2022-05-02T09:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10457,307 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ANTHONY AVE,BEND,,,ADDRESS,BRONX,,Open,05 BRONX,2028140001,BRONX,1011098,248474,ONLINE,Unspecified,BRONX,40.84863795430697,-73.90295759493179,"{'latitude': '40.84863795430697', 'longitude': '-73.90295759493179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,6,5,22,29,,,,,,,N/A,,,,,
6015,54064733,2022-05-02T09:19:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10457,1750 GRAND CONCOURSE,GRAND CONCOURSE,CLIFFORD PL,E 175 ST,,,ADDRESS,BRONX,,Open,05 BRONX,2028250010,BRONX,1009095,247448,ONLINE,Unspecified,BRONX,40.84582775124184,-73.91020125790295,"{'latitude': '40.84582775124184', 'longitude': '-73.91020125790295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,22,29,,,,,,,N/A,,,,,
6051,54066722,2022-05-02T09:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10456,200 MARCY PLACE,MARCY PLACE,GRAND CONCOURSE,SHERIDAN AVE,,,ADDRESS,BRONX,,Open,04 BRONX,2028310020,BRONX,1007927,244366,ONLINE,Unspecified,BRONX,40.83737177404483,-73.91443370730416,"{'latitude': '40.83737177404483', 'longitude': '-73.91443370730416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,50,5,42,27,,,,,,,N/A,,,,,
6265,54065729,2022-05-02T08:43:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10459,1281 UNION AVENUE,UNION AVENUE,E 169 ST,BEND,,,ADDRESS,BRONX,,Open,03 BRONX,2029610047,BRONX,1012273,242078,ONLINE,Unspecified,BRONX,40.83107915688679,-73.89873727257424,"{'latitude': '40.83107915688679', 'longitude': '-73.89873727257424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,34,5,43,25,,,,,,,N/A,,,,,
6305,54067743,2022-05-02T08:39:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11228,1062 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,10 AVE,11 AVE,,,ADDRESS,BROOKLYN,,Open,10 BROOKLYN,3059460032,BROOKLYN,980714,166434,ONLINE,Unspecified,BROOKLYN,40.62349866845709,-74.0127377977781,"{'latitude': '40.62349866845709', 'longitude': '-74.0127377977781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13511,10,2,44,41,,,,,,,N/A,,,,,
6326,54067744,2022-05-02T08:36:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10459,951 PROSPECT AVENUE,PROSPECT AVENUE,E 163 ST,E 164 ST,,,ADDRESS,BRONX,,Open,03 BRONX,2026780068,BRONX,1011779,238885,ONLINE,Unspecified,BRONX,40.82231684108321,-73.90053546974511,"{'latitude': '40.82231684108321', 'longitude': '-73.90053546974511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,34,5,43,25,,,,,,,N/A,,,,,
6348,54067745,2022-05-02T08:33:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10460,1939 WEST FARMS ROAD,WEST FARMS ROAD,RODMAN PL,BEND,,,ADDRESS,BRONX,,Open,06 BRONX,2030167502,BRONX,1017305,245048,ONLINE,Unspecified,BRONX,40.839213541843144,-73.8805392349303,"{'latitude': '40.839213541843144', 'longitude': '-73.8805392349303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,35,5,43,31,,,,,,,N/A,,,,,
7176,54064734,2022-05-02T03:30:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10036,402 WEST   45 STREET,WEST   45 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Open,04 MANHATTAN,1010540036,MANHATTAN,986548,216363,ONLINE,Unspecified,MANHATTAN,40.76054261987603,-73.99170484019292,"{'latitude': '40.76054261987603', 'longitude': '-73.99170484019292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13094,12,4,10,10,,,,,,,N/A,,,,,
8008,54054716,2022-05-01T23:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10036,450 WEST   47 STREET,WEST   47 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Open,04 MANHATTAN,1010560057,MANHATTAN,986531,216970,ONLINE,Unspecified,MANHATTAN,40.7622086833604,-73.99176599964403,"{'latitude': '40.7622086833604', 'longitude': '-73.99176599964403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13094,12,4,10,10,,,,,,,N/A,,,,,
8100,54055737,2022-05-01T23:40:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11104,45-35 44 STREET,44 STREET,QUEENS BLVD,47 AVE,,,ADDRESS,SUNNYSIDE,,Open,02 QUEENS,4001660006,QUEENS,1006174,209500,ONLINE,Unspecified,QUEENS,40.74167854304423,-73.92088267357144,"{'latitude': '40.74167854304423', 'longitude': '-73.92088267357144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16861,53,3,33,66,,,,,,,N/A,,,,,
8233,54058739,2022-05-01T23:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11211,76 RICHARDSON STREET,RICHARDSON STREET,LORIMER ST,LEONARD ST,,,ADDRESS,BROOKLYN,,Open,01 BROOKLYN,3027320010,BROOKLYN,998368,201008,ONLINE,Unspecified,BROOKLYN,40.71838599090371,-73.94907006187796,"{'latitude': '40.71838599090371', 'longitude': '-73.94907006187796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,57,,,,,,,N/A,,,,,
8415,54056750,2022-05-01T22:55:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,162 MOTT STREET,MOTT STREET,GRAND ST,BROOME ST,,,ADDRESS,NEW YORK,,Open,02 MANHATTAN,1004700006,MANHATTAN,985298,201475,ONLINE,Unspecified,MANHATTAN,40.71967899647982,-73.99621932230787,"{'latitude': '40.71967899647982', 'longitude': '-73.99621932230787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076,57,4,32,2,,,,,,,N/A,,,,,
8743,54054717,2022-05-01T22:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11216,309 TOMPKINS AVENUE,TOMPKINS AVENUE,QUINCY ST,GATES AVE,,,ADDRESS,BROOKLYN,,Open,03 BROOKLYN,3018100006,BROOKLYN,999598,189634,ONLINE,Unspecified,BROOKLYN,40.68716498807187,-73.94465882523899,"{'latitude': '40.68716498807187', 'longitude': '-73.94465882523899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,69,2,49,51,,,,,,,N/A,,,,,
9312,54058740,2022-05-01T21:21:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11221,163 STUYVESANT AVENUE,STUYVESANT AVENUE,LEXINGTON AVE,QUINCY ST,,,ADDRESS,BROOKLYN,,Open,03 BROOKLYN,3016260008,BROOKLYN,1002739,190464,ONLINE,Unspecified,BROOKLYN,40.68943714281861,-73.93333086539737,"{'latitude': '40.68943714281861', 'longitude': '-73.93333086539737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,69,2,49,52,,,,,,,N/A,,,,,
9860,54058741,2022-05-01T20:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11216,126 JEFFERSON AVENUE,JEFFERSON AVENUE,BEDFORD AVE,NOSTRAND AVE,,,ADDRESS,BROOKLYN,,Open,03 BROOKLYN,3018320019,BROOKLYN,997470,188119,ONLINE,Unspecified,BROOKLYN,40.683010094151065,-73.95233484924752,"{'latitude': '40.683010094151065', 'longitude': '-73.95233484924752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17618,69,2,49,51,,,,,,,N/A,,,,,
10553,54059717,2022-05-01T18:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10452,1344 UNIVERSITY AVENUE,UNIVERSITY AVENUE,W 168 ST,HIGH BRDG,,,ADDRESS,BRONX,,Open,04 BRONX,2025320015,BRONX,1004527,245824,ONLINE,Unspecified,BRONX,40.84138201972981,-73.92671655048755,"{'latitude': '40.84138201972981', 'longitude': '-73.92671655048755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27,,,,,,,N/A,,,,,
11536,54055738,2022-05-01T16:43:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11102,30-59 CRESCENT STREET,CRESCENT STREET,30 RD,30 DR,,,ADDRESS,ASTORIA,,Open,01 QUEENS,4005770015,QUEENS,1004804,218753,ONLINE,Unspecified,QUEENS,40.76707895814807,-73.92579831675762,"{'latitude': '40.76707895814807', 'longitude': '-73.92579831675762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16859,39,3,4,72,,,,,,,N/A,,,,,
11658,54056751,2022-05-01T16:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11215,405 3 STREET,3 STREET,5 AVE,6 AVE,,,ADDRESS,BROOKLYN,,Open,06 BROOKLYN,3009750055,BROOKLYN,989264,184159,ONLINE,Unspecified,BROOKLYN,40.67214924149278,-73.98192480047419,"{'latitude': '40.67214924149278', 'longitude': '-73.98192480047419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17617,14,2,27,50,,,,,,,N/A,,,,,
12180,54059718,2022-05-01T14:44:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11238,12 UNDERHILL AVENUE,UNDERHILL AVENUE,UNDERHILL AVE,PACIFIC ST,,,ADDRESS,BROOKLYN,,Open,08 BROOKLYN,3011220039,BROOKLYN,994047,187256,ONLINE,Unspecified,BROOKLYN,40.680645806122556,-73.96467784299016,"{'latitude': '40.680645806122556', 'longitude': '-73.96467784299016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13829,16,2,48,49,,,,,,,N/A,,,,,
12698,54059719,2022-05-01T12:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,720 WEST  173 STREET,WEST  173 STREET,FT WASHINGTON AVE,HAVEN AVE,,,ADDRESS,NEW YORK,,Open,12 MANHATTAN,1021390316,MANHATTAN,1000536,247365,ONLINE,Unspecified,MANHATTAN,40.84561987489184,-73.9411367439112,"{'latitude': '40.84561987489184', 'longitude': '-73.9411367439112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13091,47,4,39,21,,,,,,,N/A,,,,,
12780,54058742,2022-05-01T12:24:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10003,21 EAST    2 STREET,EAST    2 STREET,BOND ST,2 AVE,,,ADDRESS,NEW YORK,,Open,03 MANHATTAN,1004570020,MANHATTAN,986704,203507,ONLINE,Unspecified,MANHATTAN,40.7252560668375,-73.99114641269433,"{'latitude': '40.7252560668375', 'longitude': '-73.99114641269433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11724,70,4,50,5,,,,,,,N/A,,,,,
12834,54054718,2022-05-01T12:12:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11249,315 BERRY STREET,BERRY STREET,S 3 ST,S 4 ST,,,ADDRESS,BROOKLYN,,Open,01 BROOKLYN,3024300002,BROOKLYN,994187,199018,ONLINE,Unspecified,BROOKLYN,40.71292960174825,-73.96415573368472,"{'latitude': '40.71292960174825', 'longitude': '-73.96415573368472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,56,,,,,,,N/A,,,,,
12861,54059720,2022-05-01T12:06:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11215,346 9 STREET,9 STREET,5 AVE,6 AVE,,,ADDRESS,BROOKLYN,,Open,06 BROOKLYN,3010110025,BROOKLYN,988391,182853,ONLINE,Unspecified,BROOKLYN,40.66856501496264,-73.98507272060549,"{'latitude': '40.66856501496264', 'longitude': '-73.98507272060549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17617,14,2,27,50,,,,,,,N/A,,,,,
13012,54055739,2022-05-01T11:50:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11385,451 WOODWARD AVENUE,WOODWARD AVENUE,HIMROD ST,HARMAN ST,,,ADDRESS,RIDGEWOOD,,Open,05 QUEENS,4033870012,QUEENS,1008806,197337,ONLINE,Unspecified,QUEENS,40.708287161386316,-73.91142893944466,"{'latitude': '40.708287161386316', 'longitude': '-73.91142893944466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310,54,3,34,62,,,,,,,N/A,,,,,
